	tconst	averageRating	numVotes	primaryTitle	startYear	runtimeMinutes	genres
36580	tt0061075	6.7	3452	Ten Little Indians	1965	91	Crime,Mystery,Thriller
36584	tt0061080	6.5	1099	Texas Across the River	1966	101	Comedy,Western
36590	tt0061089	7.1	4311	This Property Is Condemned	1966	110	Drama,Romance
36594	tt0061094	6.5	1650	Thunderbirds Are GO	1966	93	Action,Sci-Fi
36600	tt0061101	7.3	5869	Tokyo Drifter	1966	89	Action,Crime,Drama
36604	tt0061107	6.7	20932	Torn Curtain	1966	128	Thriller
36609	tt0061113	7.2	1096	Trans-Europ-Express	1966	105	Thriller
36611	tt0061115	7.7	1473	The Trap	1966	106	Adventure,Drama,Romance
36618	tt0061122	7.5	3708	The Trouble with Angels	1966	112	Comedy,Family
36625	tt0061132	7.5	3362	The Hawks and the Sparrows	1966	89	Comedy,Drama,Fantasy
36627	tt0061135	6.7	2715	The Ugly Dachshund	1966	93	Comedy,Family
36630	tt0061138	7.7	7837	A Man and a Woman	1966	102	Drama,Romance
36654	tt0061170	6.7	3224	Walk Don't Run	1966	114	Comedy,Romance
36658	tt0061176	6.7	1476	What Did You Do in the War, Daddy?	1966	116	Comedy,War
36659	tt0061177	6.0	8297	What's Up, Tiger Lily?	1966	80	Adventure,Comedy,Crime
36666	tt0061184	8.1	61120	Who's Afraid of Virginia Woolf?	1966	131	Drama
36670	tt0061189	5.7	2070	The Wild Angels	1966	93	Action,Drama,Thriller
36671	tt0061191	2.1	4043	The Wild World of Batwoman	1966	70	Action,Adventure,Comedy
36674	tt0061196	7.7	1256	Wings	1966	85	Drama
36675	tt0061197	5.6	1109	Winnetou and the Crossbreed	1966	90	Adventure,Western
36681	tt0061204	7.0	2667	The Wrong Box	1966	105	Comedy,Crime
36686	tt0061209	6.2	1234	You're a Big Boy Now	1966	96	Comedy,Drama,Romance
36790	tt0061328	7.1	2622	Accident	1967	105	Drama
36802	tt0061343	7.5	1549	Very Happy Alexander	1968	100	Comedy
36816	tt0061357	6.6	1075	Angelique and the Sultan	1968	105	Adventure,Romance
36825	tt0061369	6.6	7667	Asterix	1967	68	Action,Adventure,Animation
36831	tt0061376	7.4	2221	The Last Adventure	1967	112	Adventure,Drama
36839	tt0061385	7.0	13772	Barefoot in the Park	1967	106	Comedy,Romance
36842	tt0061389	6.4	1073	Beach Red	1967	105	Drama,War
36844	tt0061391	7.0	7367	Bedazzled	1967	103	Comedy,Fantasy,Romance
36847	tt0061395	7.8	33122	Belle de Jour	1967	100	Drama
36850	tt0061398	5.0	1312	Berserk	1967	96	Horror,Mystery,Thriller
36856	tt0061405	6.1	3908	Billion Dollar Brain	1967	111	Crime,Thriller
36858	tt0061407	7.2	6223	The Taming of the Shrew	1967	122	Comedy,Drama,Romance
36868	tt0061418	7.9	88526	Bonnie and Clyde	1967	111	Action,Biography,Crime
36870	tt0061420	6.0	1751	The Born Losers	1967	113	Action,Drama,Thriller
36877	tt0061429	7.1	3181	A Bullet for the General	1967	118	Action,Western
36886	tt0061439	6.7	5237	Camelot	1967	179	Adventure,Fantasy,Musical
36895	tt0061450	6.5	2785	Carry on Doctor	1967	94	Comedy
36897	tt0061452	5.2	23772	Casino Royale	1967	131	Comedy
36901	tt0061456	2.0	1622	Catalina Caper	1967	84	Comedy,Musical,Mystery
36913	tt0061473	7.3	4412	La Chinoise	1967	95	Comedy,Drama
36925	tt0061489	5.5	1980	Clambake	1967	99	Comedy,Musical
36931	tt0061495	7.6	4664	The Collector	1967	89	Comedy,Drama,Romance
36938	tt0061502	6.5	1563	The Comedians	1967	150	Drama
36945	tt0061512	8.2	136699	Cool Hand Luke	1967	126	Crime,Drama
36956	tt0061523	6.1	4377	A Countess from Hong Kong	1967	120	Comedy,Romance
36966	tt0061537	7.8	2680	The Red and the White	1967	90	Drama,War
36975	tt0061549	3.9	1102	Yongary, Monster from the Deep	1967	80	Horror,Sci-Fi
36976	tt0061550	3.9	1119	Daikyojû Gappa	1967	90	Comedy,Family,Horror
36982	tt0061556	6.9	2305	The Deadly Affair	1966	115	Crime,Drama,Mystery
36983	tt0061557	3.5	1495	The Deadly Bees	1966	84	Drama,Horror,Mystery
36998	tt0061576	6.4	3159	God Forgives... I Don't!	1967	109	Western
37000	tt0061578	7.8	58284	The Dirty Dozen	1967	150	Action,Adventure,War
37003	tt0061581	6.3	1302	Divorce American Style	1967	109	Comedy
37006	tt0061584	6.2	7033	Doctor Dolittle	1967	152	Adventure,Comedy,Family
37009	tt0061587	6.4	2819	Navajo Joe	1966	93	Western
37011	tt0061589	8.0	7033	Bob Dylan: Dont Look Back	1967	96	Documentary,Music
37012	tt0061590	6.1	1016	Don't Make Waves	1967	97	Comedy
37017	tt0061595	5.2	1051	Double Trouble	1967	91	Comedy,Crime,Drama
37019	tt0061597	7.5	2187	The One-Armed Swordsman	1967	111	Action,Drama
37030	tt0061610	5.2	1079	Easy Come, Easy Go	1967	95	Adventure,Comedy,Music
37033	tt0061613	7.5	3985	Oedipus Rex	1967	104	Drama
37036	tt0061619	7.6	20040	El Dorado	1967	126	Drama,Romance,Western
37037	tt0061620	7.5	2205	Elvira Madigan	1967	91	Biography,Drama,History
37049	tt0061634	6.1	1592	Eye of the Devil	1966	92	Crime,Horror,Mystery
37051	tt0061636	7.3	2122	Face to Face	1967	111	Western
37055	tt0061643	7.0	4271	Fando and Lis	1968	93	Adventure,Fantasy
37058	tt0061647	6.4	1759	Triple Cross	1966	140	Action,Adventure,Drama
37059	tt0061648	7.2	4421	Far from the Madding Crowd	1967	168	Drama,History,Romance
37062	tt0061653	5.8	1103	Fathom	1967	99	Adventure,Comedy
37064	tt0061655	7.2	25322	The Fearless Vampire Killers	1967	108	Comedy,Horror
37076	tt0061671	1.6	1599	Five the Hard Way	1969	82	Action,Sport
37081	tt0061678	7.0	1754	The Flim-Flam Man	1967	104	Action,Comedy,Crime
37083	tt0061680	6.2	1739	Carry On... Follow That Camel	1967	95	Adventure,Comedy,Romance
37085	tt0061683	6.6	3498	Frankenstein Created Woman	1967	86	Horror
37095	tt0061695	4.5	1435	Daikaijû kûchûsen: Gamera tai Gyaosu	1967	86	Action,Adventure,Family
37106	tt0061709	7.1	3053	Day of Anger	1967	95	Action,Western
37110	tt0061715	6.6	1653	The Gnome-Mobile	1967	84	Adventure,Family,Fantasy
37115	tt0061722	8.0	227455	The Graduate	1967	106	Comedy,Drama
37120	tt0061728	6.8	3942	The Restaurant	1966	85	Action,Comedy
37126	tt0061735	7.8	32839	Guess Who's Coming to Dinner	1967	108	Comedy,Drama
37127	tt0061736	6.8	2138	A Guide for the Married Man	1967	89	Comedy,Romance
37137	tt0061747	7.0	28907	Hang 'Em High	1968	114	Western
37139	tt0061749	6.9	1402	The Happiest Millionaire	1967	141	Comedy,Family,Musical
37147	tt0061758	5.2	1800	Hells Angels on Wheels	1967	95	Crime,Drama,Thriller
37148	tt0061759	1.8	1421	The Hellcats	1968	90	Thriller
37155	tt0061770	7.4	9473	Hombre	1967	111	Western
37162	tt0061780	7.0	1774	The Honey Pot	1967	150	Comedy,Crime
37163	tt0061781	7.7	7175	The Firemen's Ball	1967	73	Comedy,Drama
37169	tt0061787	6.7	2785	Hour of the Gun	1967	100	Western
37171	tt0061789	5.8	1977	How I Won the War	1967	109	Comedy,War
37172	tt0061791	7.3	3732	How to Succeed in Business Without Really Trying	1967	121	Comedy,Musical
37188	tt0061809	8.0	20968	In Cold Blood	1967	134	Biography,Crime,Drama
37189	tt0061810	6.2	4435	In Like Flint	1967	114	Action,Adventure,Comedy
37190	tt0061811	8.0	56220	In the Heat of the Night	1967	110	Crime,Drama,Mystery
37192	tt0061814	7.8	2234	The Incident	1967	107	Crime,Drama,Thriller
37194	tt0061819	6.8	1043	Untamable Angelique	1967	95	Adventure
37206	tt0061834	6.1	3080	I Am Curious (Yellow)	1967	121	Drama
37214	tt0061842	8.0	1371	Jewel Thief	1967	186	Crime,Drama,Musical
37218	tt0061847	8.4	8446	Samurai Rebellion	1967	128	Drama
37222	tt0061852	7.6	139880	The Jungle Book	1967	78	Adventure,Animation,Family
37226	tt0061856	5.2	2725	Son of Godzilla	1967	86	Action,Adventure,Family
37237	tt0061868	5.6	1793	King Kong Escapes	1967	104	Adventure,Sci-Fi
37244	tt0061876	7.6	1103	The Commissar	1967	110	Drama,War
37250	tt0061882	7.4	6306	Branded to Kill	1967	99	Action,Crime,Drama
37272	tt0061912	7.5	1195	Love Affair, or The Case of the Missing Switchboard Operator	1967	79	Comedy,Drama,Romance
37286	tt0061931	6.7	2342	Mad Monster Party?	1967	94	Animation,Comedy,Family
37303	tt0061955	7.3	7279	The Bride Wore Black	1968	107	Crime,Drama,Mystery
37336	tt0061996	7.8	8124	Mouchette	1967	81	Drama
37344	tt0062006	5.6	1332	The Mummy's Shroud	1967	90	Horror
37366	tt0062037	5.6	1211	Island of the Burning Damned	1967	94	Horror,Mystery,Sci-Fi
37367	tt0062038	7.3	5870	The Night of the Generals	1967	148	Crime,Drama,Mystery
37387	tt0062060	8.2	1122	Oh, Beautiful Istanbul	1966	97	Comedy,Drama
37394	tt0062069	7.9	1266	Violated Angels	1967	56	Drama,Thriller
37401	tt0062078	3.0	1016	Operation Kid Brother	1967	104	Action,Comedy,Thriller
37404	tt0062082	6.6	1832	Django Kill... If You Live, Shoot!	1967	100	Action,Horror,Western
37405	tt0062083	7.6	4765	Oscar	1967	85	Comedy
37410	tt0062089	7.5	1346	Our Mother's House	1967	104	Drama,Thriller
37435	tt0062120	6.6	2933	The Little Bather	1968	96	Comedy
37449	tt0062136	8.0	15098	Playtime	1967	115	Comedy
37451	tt0062138	7.4	15270	Point Blank	1967	92	Crime,Thriller
37454	tt0062141	6.9	1023	Poor Cow	1967	101	Drama
37462	tt0062151	6.5	1841	Django, Prepare a Coffin	1968	92	Action,Western
37463	tt0062153	7.1	2691	The President's Analyst	1967	103	Comedy,Sci-Fi,Thriller
37471	tt0062164	8.0	1981	The Boys of Paul Street	1968	110	Drama
37475	tt0062168	7.1	7946	Five Million Years to Earth	1967	97	Horror,Mystery,Sci-Fi
37489	tt0062185	7.0	5337	Reflections in a Golden Eye	1967	108	Drama,Romance,Thriller
37490	tt0062190	6.3	1778	The Reluctant Astronaut	1967	101	Comedy,Family,Sci-Fi
37518	tt0062228	8.0	2289	Our Folks	1967	81	Comedy
37519	tt0062229	8.1	36120	Le Samouraï	1967	105	Crime,Drama,Mystery
37525	tt0062235	6.0	1072	The Torture Chamber of Dr. Sadism	1967	80	Horror,Mystery
37548	tt0062262	6.7	3431	The Shooting	1966	82	Western
37552	tt0062266	6.4	1399	The Shuttered Room	1967	99	Horror
37562	tt0062277	8.0	1490	I Even Met Happy Gypsies	1967	94	Drama
37576	tt0062292	6.4	1406	The Sorcerers	1967	86	Horror,Sci-Fi
37583	tt0062301	6.7	2942	The St. Valentine's Day Massacre	1967	100	Crime,Drama,History
37591	tt0062310	7.4	1746	The Stranger	1967	104	Drama
37602	tt0062322	8.1	2717	Dry Summer	1963	90	Drama
37620	tt0062352	7.5	1978	Entranced Earth	1967	111	Drama
37627	tt0062360	4.5	1068	They Came from Beyond Space	1967	85	Adventure,Sci-Fi
37629	tt0062362	7.0	5040	Thoroughly Modern Millie	1967	138	Comedy,Musical,Romance
37641	tt0062374	7.9	3221	Titicut Follies	1967	84	Documentary
37642	tt0062376	7.7	13294	To Sir, with Love	1967	105	Drama
37643	tt0062377	6.4	2297	Tobruk	1967	107	Drama,War
37646	tt0062380	6.6	1840	Tony Rome	1967	110	Crime,Drama,Mystery
37649	tt0062384	6.2	1889	Torture Garden	1967	93	Fantasy,Horror
37660	tt0062395	6.1	3730	The Trip	1967	82	Drama
37670	tt0062407	7.6	10130	Two for the Road	1967	111	Comedy,Drama,Romance
37687	tt0062425	7.6	1532	Up the Down Staircase	1967	124	Drama
37692	tt0062430	5.9	6143	Valley of the Dolls	1967	123	Drama,Music,Romance
37705	tt0062445	7.7	1389	The 25th Hour	1967	130	Drama,War
37713	tt0062453	7.5	4124	Viy	1967	77	Drama,Fantasy,Horror
37716	tt0062457	6.9	1124	The Thief of Paris	1967	120	Comedy,Crime,Drama
37724	tt0062467	7.9	23144	Wait Until Dark	1967	108	Thriller
37727	tt0062472	6.9	7322	The War Wagon	1967	101	Western
37730	tt0062477	6.4	1058	Waterhole #3	1967	95	Comedy,Western
37732	tt0062479	6.2	1884	The Way West	1967	122	Adventure,Western
37733	tt0062480	7.3	11121	Weekend	1967	105	Adventure,Comedy,Drama
37735	tt0062482	6.0	1173	Welcome to Hard Times	1967	103	Drama,Western
37748	tt0062502	6.1	1019	Woman Times Seven	1967	99	Comedy,Drama
37756	tt0062512	6.9	82992	You Only Live Twice	1967	117	Action,Adventure,Thriller
37855	tt0062622	8.3	494301	2001: A Space Odyssey	1968	149	Adventure,Sci-Fi
37859	tt0062626	6.6	2851	5 Card Stud	1968	103	Mystery,Romance,Western
37871	tt0062639	7.1	2284	Farewell, Friend	1968	115	Action,Adventure,Crime
37885	tt0062657	5.2	1358	The Ambushers	1967	102	Action,Comedy,Sci-Fi
37896	tt0062671	7.2	1850	The Anniversary	1968	95	Comedy,Drama,Thriller
37897	tt0062673	6.0	2570	Anzio	1968	117	Drama,History,War
37907	tt0062687	7.2	9421	Asterix & Cleopatra	1968	72	Adventure,Animation,Comedy
37914	tt0062695	7.8	9587	Stolen Kisses	1968	90	Comedy,Drama,Romance
37925	tt0062708	6.6	3679	Bandolero!	1968	106	Action,Crime,Drama
37927	tt0062711	5.9	27350	Barbarella	1968	98	Adventure,Comedy,Fantasy
37929	tt0062713	6.8	1579	Guns for San Sebastian	1968	111	Action,Adventure,Drama
37942	tt0062728	7.2	2593	Les Biches	1968	100	Drama
37949	tt0062737	6.8	4216	Blackbeard's Ghost	1968	106	Comedy,Family,Fantasy
37962	tt0062751	5.6	1127	Boom!	1968	113	Drama,Thriller
37965	tt0062755	7.1	6772	The Boston Strangler	1968	116	Crime,Drama,Mystery
37968	tt0062759	8.5	10390	The Diamond Arm	1969	100	Adventure,Comedy,Crime
37974	tt0062765	7.5	51637	Bullitt	1968	114	Action,Crime,Mystery
37976	tt0062767	6.8	1237	Buona Sera, Mrs. Campbell	1968	108	Comedy,Romance
37984	tt0062776	5.4	2271	Candy	1968	115	Adventure,Comedy,Fantasy
37990	tt0062782	6.9	3779	Carry On... Up the Khyber	1968	88	Adventure,Comedy
37997	tt0062790	6.7	2575	The Charge of the Light Brigade	1968	139	Drama,History,War
38000	tt0062794	7.1	5412	Charly	1968	103	Drama,Romance,Sci-Fi
38008	tt0062803	6.9	34579	Chitty Chitty Bang Bang	1968	144	Adventure,Family,Fantasy
38025	tt0062824	6.5	12989	Coogan's Bluff	1968	93	Action,Comedy,Crime
38026	tt0062825	7.0	1293	Run, Man, Run	1968	120	Adventure,Comedy,Western
38028	tt0062827	6.0	1517	Countdown	1967	101	Sci-Fi,Thriller
38033	tt0062833	5.5	1586	The Crimson Cult	1968	89	Horror
38041	tt0062844	5.8	1026	Custer of the West	1967	140	Biography,Drama,History
38054	tt0062861	6.5	4850	Danger: Diabolik	1968	105	Action,Comedy,Crime
38056	tt0062863	6.9	2129	Dark of the Sun	1968	100	Action,Adventure,Drama
38057	tt0062864	6.7	1196	David Holzman's Diary	1967	74	Comedy,Drama
38062	tt0062870	5.3	1232	Marquis de Sade's Justine	1969	90	Drama,Horror
38065	tt0062873	7.7	6073	The Young Girls of Rochefort	1967	120	Comedy,Drama,Musical
38073	tt0062883	6.5	2388	The Detective	1968	114	Crime,Drama,Thriller
38075	tt0062885	7.0	6067	The Devil Rides Out	1968	96	Horror
38076	tt0062886	6.8	4236	The Devil's Brigade	1968	130	Action,Drama,War
38083	tt0062893	7.2	1753	Dillinger Is Dead	1969	90	Crime,Drama
38089	tt0062900	7.5	1224	Dom kallar oss mods	1968	100	Documentary
38098	tt0062909	6.6	5248	Dracula Has Risen from the Grave	1968	92	Drama,Fantasy,Horror
38114	tt0062925	7.5	1697	Stars of Eger	1968	157	Adventure,History,Romance
38134	tt0062952	7.7	7754	Faces	1968	130	Drama
38151	tt0062974	6.3	2860	Finian's Rainbow	1968	141	Family,Fantasy,Musical
38152	tt0062975	6.9	2684	Firecreek	1968	104	Drama,Romance,Western
38154	tt0062977	7.0	1007	The Fixer	1968	132	Drama
38156	tt0062979	5.7	2015	Flesh	1968	89	Drama
38169	tt0062994	7.6	15102	Funny Girl	1968	151	Biography,Comedy,Drama
38178	tt0063005	6.8	5640	The Troops get Married	1968	92	Comedy
38186	tt0063013	5.3	1604	The Girl on a Motorcycle	1968	91	Romance
38195	tt0063023	8.8	1590	The Adventures of Goopy and Bagha	1969	132	Adventure,Comedy,Family
38203	tt0063032	7.8	10929	The Great Silence	1968	105	Western
38206	tt0063035	5.7	10684	The Green Berets	1968	142	Drama,War
38207	tt0063036	5.8	2495	Greetings	1968	88	Comedy,Drama
38220	tt0063049	6.6	4965	Head	1968	86	Comedy,Fantasy,Musical
38221	tt0063050	7.7	2983	The Heart Is a Lonely Hunter	1968	123	Drama
38227	tt0063056	7.3	6608	Hell in the Pacific	1968	103	Adventure,War
38231	tt0063060	6.6	4361	Hellfighters	1968	121	Action,Adventure,Drama
38255	tt0063094	7.0	1491	Hot Millions	1968	106	Comedy,Crime
38267	tt0063115	6.3	2507	I Love You, Alice B. Toklas!	1968	92	Comedy,Romance
38272	tt0063121	6.6	7624	Ice Station Zebra	1968	148	Adventure,Thriller
38285	tt0063135	4.9	1875	Inspector Clouseau	1968	96	Comedy,Crime,Mystery
38291	tt0063141	7.6	1851	Isadora	1968	131	Biography,Drama,Music
38299	tt0063149	6.1	1105	I Am Curious (Blue)	1968	107	Drama
38301	tt0063152	7.3	1876	Je t'aime, je t'aime	1968	94	Drama,Sci-Fi
38318	tt0063172	6.6	3620	Destroy All Monsters	1968	89	Action,Horror,Sci-Fi
38329	tt0063185	7.1	1728	The Killing of Sister George	1968	138	Drama
38330	tt0063186	7.6	2111	Kill!	1968	115	Action,Comedy,Drama
38338	tt0063198	7.6	1572	Death by Hanging	1968	117	Comedy,Crime,Drama
38345	tt0063206	6.2	1123	Goke, Body Snatcher from Hell	1968	84	Horror,Sci-Fi
38348	tt0063210	5.9	1587	Lady in Cement	1968	93	Comedy,Crime,Drama
38355	tt0063218	7.4	1643	Signs of Life	1968	91	Drama
38364	tt0063227	8.1	25360	The Lion in Winter	1968	134	Biography,Drama,History
38368	tt0063231	5.9	1243	Live a Little, Love a Little	1968	90	Comedy,Musical,Romance
38376	tt0063240	5.8	1352	The Lost Continent	1968	89	Adventure,Fantasy
38389	tt0063256	6.6	2654	Madigan	1968	101	Crime,Drama,Thriller
38392	tt0063260	6.0	1320	The Magus	1968	117	Drama,Fantasy,Mystery
38405	tt0063278	8.1	3367	Marketa Lazarová	1967	162	Drama,History,Romance
38409	tt0063285	6.9	7336	The Conqueror Worm	1968	86	Biography,Drama,Horror
38412	tt0063288	7.1	1010	Be Sick... It's Free	1968	98	Comedy
38414	tt0063291	7.8	2727	Memories of Underdevelopment	1968	97	Drama
38415	tt0063293	7.3	3109	The Mercenary	1968	110	Comedy,Western
38459	tt0063348	6.1	1206	The Night They Raided Minsky's	1968	99	Comedy
38460	tt0063350	7.9	98250	Night of the Living Dead	1968	96	Horror
38464	tt0063356	7.1	1644	No Way to Treat a Lady	1968	108	Comedy,Crime,Drama
38477	tt0063371	7.3	1106	A Report on the Party and the Guests	1966	71	Comedy,Drama
38480	tt0063374	7.7	27390	The Odd Couple	1968	105	Comedy
38484	tt0063379	6.2	1056	Today We Kill, Tomorrow We Die!	1968	105	Thriller,Western
38489	tt0063385	7.5	29034	Oliver!	1968	153	Drama,Family,Musical
38490	tt0063386	6.7	1568	The Olsen Gang	1968	80	Comedy,Crime
38502	tt0063404	8.1	4774	Padosan	1968	157	Comedy,Musical,Romance
38513	tt0063415	7.6	32964	The Party	1968	99	Comedy
38523	tt0063426	7.3	2343	Petulia	1968	105	Drama,Romance
38538	tt0063442	8.0	149578	Planet of the Apes	1968	112	Adventure,Sci-Fi
38539	tt0063443	6.8	2531	Play Dirty	1969	118	Adventure,Drama,War
38545	tt0063452	6.1	1099	The Power	1968	108	Sci-Fi,Thriller
38548	tt0063456	7.2	2690	Pretty Poison	1968	89	Comedy,Crime,Romance
38551	tt0063462	7.7	43796	The Producers	1967	88	Comedy
38558	tt0063469	6.0	1980	Psych-Out	1968	101	Drama
38571	tt0063483	7.5	2485	Rachel, Rachel	1968	101	Drama,Romance
38580	tt0063493	8.2	1119	Reconstruction	1968	100	Comedy,Drama
38587	tt0063501	7.5	4387	The Big Gundown	1966	110	Western
38600	tt0063518	7.6	25764	Romeo and Juliet	1968	138	Drama,Romance
38604	tt0063522	8.0	157431	Rosemary's Baby	1968	137	Drama,Horror
38609	tt0063527	7.2	1036	Capricious Summer	1968	74	Comedy
38634	tt0063555	7.7	6299	The Color of Pomegranates	1969	79	Biography,Drama,History
38636	tt0063557	6.8	2606	The Scalphunters	1968	102	Comedy,Western
38650	tt0063571	6.5	1495	Secret Ceremony	1968	109	Drama,Thriller
38652	tt0063573	6.4	1157	The Secret War of Harry Frigg	1968	110	Comedy,War
38670	tt0063591	6.4	1971	The Shakiest Gun in the West	1968	101	Comedy,Western
38671	tt0063592	5.5	2233	Shalako	1968	113	Western
38678	tt0063599	7.2	2817	The Shoes of the Fisherman	1968	162	Drama
38688	tt0063611	8.1	9127	Shame	1968	103	Drama
38689	tt0063612	4.9	1180	Skidoo	1968	98	Comedy
38710	tt0063633	8.1	5178	Cremator	1969	95	Comedy,Crime,Drama
38711	tt0063634	5.7	1648	Speedway	1968	94	Comedy,Musical
38717	tt0063642	6.6	1691	Star!	1968	176	Biography,Comedy,Drama
38726	tt0063654	7.1	1043	The Subject Was Roses	1968	107	Drama
38734	tt0063663	7.7	7258	The Swimmer	1968	95	Drama
38736	tt0063665	6.4	2411	Sympathy for the Devil	1968	100	Documentary,Music
38739	tt0063668	6.7	1689	Horus: Prince of the Sun	1968	82	Action,Adventure,Animation
38742	tt0063671	7.4	6753	Targets	1968	90	Crime,Drama,Thriller
38745	tt0063674	6.6	2222	The Tattoo	1968	90	Comedy
38749	tt0063678	7.3	9472	Teorema	1968	98	Drama,Mystery
38757	tt0063688	7.0	18679	The Thomas Crown Affair	1968	102	Crime,Drama,Romance
38761	tt0063694	6.4	1097	Thunderbird 6	1968	89	Family,Sci-Fi
38778	tt0063715	6.6	4547	Spirits of the Dead	1968	121	Drama,Horror,Mystery
38788	tt0063729	7.1	1487	Twisted Nerve	1968	112	Drama,Thriller
38795	tt0063740	6.9	1191	Cemetery Without Crosses	1969	90	Western
38810	tt0063759	7.7	14157	Hour of the Wolf	1968	90	Drama,Horror
38821	tt0063771	7.8	1517	The Two of Us	1967	90	Comedy,Drama
38824	tt0063775	6.5	1469	Villa Rides	1968	125	War,Western
38835	tt0063787	5.8	2185	Vixen!	1968	70	Drama
38838	tt0063790	2.7	1061	Voyage to the Planet of Prehistoric Women	1968	78	Adventure,Sci-Fi
38841	tt0063794	7.9	5162	War and Peace	1966	427	Drama,History,Romance
38845	tt0063800	6.4	1210	Where Angels Go Trouble Follows!	1968	93	Comedy
38848	tt0063803	6.8	6553	Who's That Knocking at My Door	1967	90	Drama,Romance
38853	tt0063808	6.0	1603	Wild in the Streets	1968	97	Comedy,Drama,Music
38856	tt0063811	7.2	3424	Will Penny	1967	108	Romance,Western
38860	tt0063818	6.1	1068	The Valley of Death	1968	89	Adventure,Western
38863	tt0063821	6.4	2096	With Six You Get Eggroll	1968	95	Comedy,Drama,Family
38865	tt0063823	7.4	20676	Yellow Submarine	1968	90	Adventure,Animation,Comedy
38868	tt0063829	7.2	6569	Yours, Mine and Ours	1968	111	Comedy,Family
38882	tt0063845	8.4	1819	The Golden Calf	1968	174	Comedy
38887	tt0063850	7.7	18871	If....	1968	111	Drama
38908	tt0063876	7.6	1107	Boy	1969	105	Drama
38987	tt0063970	6.0	2311	100 Rifles	1969	110	Adventure,Romance,War
38993	tt0063977	4.8	1061	99 Women	1969	83	Crime,Drama
39004	tt0063991	6.5	1989	Age of Consent	1969	103	Biography,Comedy,Drama
39014	tt0064002	6.3	3518	Alice's Restaurant	1969	111	Comedy,Drama,Music
39041	tt0064030	7.6	5799	Anne of the Thousand Days	1969	145	Biography,Drama,History
39051	tt0064040	8.2	16641	Army of Shadows	1969	145	Drama,War
39052	tt0064041	6.6	2130	The Arrangement	1969	125	Drama,Romance
39056	tt0064045	6.9	1820	The Assassination Bureau	1969	110	Action,Adventure,Comedy
39058	tt0064048	3.1	1817	The Astro-Zombies	1968	92	Horror,Sci-Fi
39074	tt0064068	8.2	2988	Funeral Parade of Roses	1969	105	Drama
